source,relation,target,target_type
Arthritis,treated_by,Pain Relievers,treatment
Pneumonia,associated_with,Hypertension,disease
Headache,indicates,Bronchitis,disease
Pneumonia,associated_with,Conjunctivitis,disease
Nausea,indicates,Pneumonia,disease
Asthma,diagnosed_by,Blood Test,diagnostic_test
Beta Blockers,prescribed_by,Ophthalmologist,specialist
Angina,associated_with,Influenza,disease
Bronchitis,associated_with,Conjunctivitis,disease
Dizziness,indicates,Asthma,disease
Pneumonia,associated_with,Migraine,disease
Pneumonia,diagnosed_by,MRI,diagnostic_test
COVID-19,treated_by,Beta Blockers,treatment
Asthma,treated_by,Nitroglycerin,treatment
Tuberculosis,causes,Blurred Vision,symptom
Migraine,causes,Fatigue,symptom
COVID-19,associated_with,Migraine,disease
NSAIDs,prescribed_by,Cardiologist,specialist
Nausea,indicates,Migraine,disease
Pneumonia,diagnosed_by,X-Ray,diagnostic_test
Arthritis,associated_with,COVID-19,disease
Hypertension,managed_by,General Practitioner,specialist
Angina,diagnosed_by,MRI,diagnostic_test
Asthma,causes,Fatigue,symptom
Fatigue,indicates,Hypertension,disease
Angina,diagnosed_by,X-Ray,diagnostic_test
COVID-19,causes,Sore Throat,symptom
Bronchitis,diagnosed_by,MRI,diagnostic_test
Pneumonia,treated_by,Nitroglycerin,treatment
Arthritis,managed_by,Cardiologist,specialist
Migraine,managed_by,General Practitioner,specialist
Bronchitis,diagnosed_by,X-Ray,diagnostic_test
Hypertension,causes,Blurred Vision,symptom
Diabetes,associated_with,Angina,disease
Pneumonia,managed_by,Neurologist,specialist
Arthritis,managed_by,Neurologist,specialist
Conjunctivitis,managed_by,Neurologist,specialist
Tuberculosis,treated_by,Corticosteroids,treatment
Joint Pain,indicates,Pneumonia,disease
Influenza,associated_with,Arthritis,disease
COVID-19,diagnosed_by,Urinalysis,diagnostic_test
Angina,managed_by,Ophthalmologist,specialist
Pneumonia,treated_by,Antivirals,treatment
Influenza,managed_by,Cardiologist,specialist
Pneumonia,treated_by,Antibiotics,treatment
Diabetes,associated_with,Hypertension,disease
Migraine,managed_by,Ophthalmologist,specialist
Asthma,causes,Dizziness,symptom
Asthma,causes,Cough,symptom
Antivirals,prescribed_by,Dermatologist,specialist
Influenza,causes,Shortness of Breath,symptom
Tuberculosis,causes,Headache,symptom
Migraine,treated_by,Antibiotics,treatment
Diabetes,diagnosed_by,ECG,diagnostic_test
Bronchitis,causes,Dizziness,symptom
Migraine,managed_by,Infectious Disease Specialist,specialist
Hypertension,associated_with,Arthritis,disease
Bronchitis,treated_by,ACE Inhibitors,treatment
Bronchitis,associated_with,Tuberculosis,disease
Hypertension,associated_with,Influenza,disease
Hypertension,diagnosed_by,Urinalysis,diagnostic_test
Antivirals,prescribed_by,Rheumatologist,specialist
Beta Blockers,prescribed_by,Dermatologist,specialist
Influenza,treated_by,Eye Drops,treatment
COVID-19,diagnosed_by,Urinalysis,diagnostic_test
Antibiotics,prescribed_by,Pulmonologist,specialist
Hypertension,treated_by,Antibiotics,treatment
Bronchitis,diagnosed_by,CT Scan,diagnostic_test
Tuberculosis,treated_by,ACE Inhibitors,treatment
Angina,treated_by,Antibiotics,treatment
Migraine,causes,Fever,symptom
Dizziness,indicates,Asthma,disease
Bronchitis,causes,Cough,symptom
Corticosteroids,prescribed_by,Dermatologist,specialist
Asthma,managed_by,Cardiologist,specialist
Hypertension,managed_by,Endocrinologist,specialist
Joint Pain,indicates,Migraine,disease
Eye Drops,prescribed_by,Infectious Disease Specialist,specialist
Angina,managed_by,Pulmonologist,specialist
Pneumonia,diagnosed_by,Urinalysis,diagnostic_test
Hypertension,treated_by,Antivirals,treatment
Hypertension,treated_by,Antivirals,treatment
Eye Drops,prescribed_by,Endocrinologist,specialist
NSAIDs,prescribed_by,General Practitioner,specialist
Fever,indicates,Angina,disease
Asthma,causes,Cough,symptom
COVID-19,associated_with,Angina,disease
COVID-19,associated_with,Bronchitis,disease
Migraine,associated_with,Influenza,disease
Diabetes,treated_by,Eye Drops,treatment
Influenza,diagnosed_by,CT Scan,diagnostic_test
Bronchitis,associated_with,Angina,disease
Tuberculosis,causes,Shortness of Breath,symptom
Insulin,prescribed_by,Endocrinologist,specialist
Inhalers,prescribed_by,General Practitioner,specialist
Tuberculosis,managed_by,General Practitioner,specialist
Diabetes,causes,Fever,symptom
Influenza,diagnosed_by,X-Ray,diagnostic_test
Inhalers,prescribed_by,Endocrinologist,specialist
Cough,indicates,Hypertension,disease
ACE Inhibitors,prescribed_by,Neurologist,specialist
Arthritis,diagnosed_by,Urinalysis,diagnostic_test
COVID-19,managed_by,Infectious Disease Specialist,specialist
Arthritis,causes,Fatigue,symptom
Migraine,diagnosed_by,MRI,diagnostic_test
Migraine,managed_by,General Practitioner,specialist
Inhalers,prescribed_by,Cardiologist,specialist
Nausea,indicates,Migraine,disease
Arthritis,treated_by,Antibiotics,treatment
Influenza,causes,Rash,symptom
Cough,indicates,Diabetes,disease
Migraine,associated_with,Pneumonia,disease
Angina,causes,Chest Pain,symptom
Migraine,causes,Fever,symptom
Rash,indicates,Asthma,disease
IV Fluids,prescribed_by,Infectious Disease Specialist,specialist
Tuberculosis,associated_with,COVID-19,disease
Pneumonia,managed_by,Rheumatologist,specialist
Conjunctivitis,causes,Rash,symptom
Asthma,managed_by,Endocrinologist,specialist
Conjunctivitis,causes,Fatigue,symptom
Insulin,prescribed_by,Endocrinologist,specialist
Influenza,associated_with,Influenza,disease
COVID-19,associated_with,Conjunctivitis,disease
COVID-19,diagnosed_by,X-Ray,diagnostic_test
COVID-19,associated_with,Conjunctivitis,disease
Antivirals,prescribed_by,Infectious Disease Specialist,specialist
Antibiotics,prescribed_by,Rheumatologist,specialist
Bronchitis,associated_with,Tuberculosis,disease
Corticosteroids,prescribed_by,Neurologist,specialist
Fatigue,indicates,Angina,disease
Pain Relievers,prescribed_by,Neurologist,specialist
Conjunctivitis,treated_by,ACE Inhibitors,treatment
Corticosteroids,prescribed_by,General Practitioner,specialist
Rash,indicates,Diabetes,disease
Sore Throat,indicates,COVID-19,disease
Inhalers,prescribed_by,Pulmonologist,specialist
Pneumonia,causes,Fever,symptom
Arthritis,treated_by,Inhalers,treatment
Diabetes,causes,Joint Pain,symptom
Antivirals,prescribed_by,Ophthalmologist,specialist
Arthritis,treated_by,Antibiotics,treatment
Arthritis,managed_by,Infectious Disease Specialist,specialist
Migraine,treated_by,IV Fluids,treatment
Bronchitis,diagnosed_by,X-Ray,diagnostic_test
Bronchitis,managed_by,Rheumatologist,specialist
Conjunctivitis,associated_with,Diabetes,disease
Conjunctivitis,treated_by,Pain Relievers,treatment
Bronchitis,diagnosed_by,Blood Test,diagnostic_test
Hypertension,managed_by,General Practitioner,specialist
Migraine,associated_with,COVID-19,disease
Arthritis,associated_with,Diabetes,disease
Diabetes,diagnosed_by,CT Scan,diagnostic_test
Tuberculosis,associated_with,COVID-19,disease
Asthma,diagnosed_by,MRI,diagnostic_test
Pneumonia,managed_by,Neurologist,specialist
Conjunctivitis,associated_with,Diabetes,disease
Cough,indicates,Migraine,disease
Conjunctivitis,causes,Shortness of Breath,symptom
Influenza,managed_by,Dermatologist,specialist
Angina,causes,Joint Pain,symptom
Migraine,causes,Sore Throat,symptom
Dizziness,indicates,Hypertension,disease
Migraine,diagnosed_by,CT Scan,diagnostic_test
ACE Inhibitors,prescribed_by,Endocrinologist,specialist
Fever,indicates,COVID-19,disease
Influenza,treated_by,Pain Relievers,treatment
Diabetes,causes,Sore Throat,symptom
Asthma,associated_with,Asthma,disease
COVID-19,treated_by,IV Fluids,treatment
Tuberculosis,associated_with,Hypertension,disease
NSAIDs,prescribed_by,Pulmonologist,specialist
Diabetes,diagnosed_by,Blood Test,diagnostic_test
Arthritis,treated_by,Antibiotics,treatment
Migraine,diagnosed_by,MRI,diagnostic_test
Tuberculosis,treated_by,Corticosteroids,treatment
COVID-19,managed_by,Pulmonologist,specialist
Influenza,managed_by,Cardiologist,specialist
Fever,indicates,Tuberculosis,disease
Migraine,associated_with,Tuberculosis,disease
Angina,diagnosed_by,CT Scan,diagnostic_test
Tuberculosis,causes,Shortness of Breath,symptom
Fever,indicates,Influenza,disease
COVID-19,causes,Chest Pain,symptom
Asthma,managed_by,Pulmonologist,specialist
Eye Drops,prescribed_by,Pulmonologist,specialist
Pneumonia,diagnosed_by,ECG,diagnostic_test
Diabetes,causes,Cough,symptom
Arthritis,causes,Fever,symptom
Tuberculosis,causes,Blurred Vision,symptom
Migraine,associated_with,Tuberculosis,disease
Dizziness,indicates,Diabetes,disease
Pneumonia,causes,Dizziness,symptom
Bronchitis,managed_by,Dermatologist,specialist
Pneumonia,associated_with,COVID-19,disease
Conjunctivitis,managed_by,Infectious Disease Specialist,specialist
Hypertension,treated_by,Beta Blockers,treatment
Influenza,associated_with,Migraine,disease
Hypertension,managed_by,Infectious Disease Specialist,specialist
Arthritis,treated_by,Nitroglycerin,treatment
Diabetes,causes,Blurred Vision,symptom
Diabetes,managed_by,Infectious Disease Specialist,specialist
Hypertension,diagnosed_by,MRI,diagnostic_test
Diabetes,diagnosed_by,Urinalysis,diagnostic_test
Bronchitis,associated_with,Migraine,disease
IV Fluids,prescribed_by,Infectious Disease Specialist,specialist
Hypertension,causes,Dizziness,symptom
Diabetes,diagnosed_by,CT Scan,diagnostic_test
Diabetes,diagnosed_by,MRI,diagnostic_test
Migraine,causes,Sore Throat,symptom
Rash,indicates,Arthritis,disease
Asthma,associated_with,Bronchitis,disease
Migraine,associated_with,Arthritis,disease
Angina,managed_by,Dermatologist,specialist
Hypertension,managed_by,General Practitioner,specialist
Angina,managed_by,Neurologist,specialist
COVID-19,causes,Blurred Vision,symptom
Tuberculosis,treated_by,Pain Relievers,treatment
Asthma,associated_with,Influenza,disease
Conjunctivitis,associated_with,Angina,disease
Hypertension,associated_with,Arthritis,disease
Diabetes,associated_with,Asthma,disease
Bronchitis,treated_by,Antivirals,treatment
Antivirals,prescribed_by,Endocrinologist,specialist
Influenza,treated_by,Inhalers,treatment
Asthma,associated_with,Influenza,disease
Influenza,associated_with,Angina,disease
Tuberculosis,diagnosed_by,Urinalysis,diagnostic_test
Rash,indicates,Migraine,disease
Pneumonia,causes,Cough,symptom
Conjunctivitis,associated_with,Angina,disease
Asthma,causes,Cough,symptom
Pain Relievers,prescribed_by,Dermatologist,specialist
Fatigue,indicates,Hypertension,disease
Migraine,diagnosed_by,Blood Test,diagnostic_test
Influenza,associated_with,Migraine,disease
Bronchitis,treated_by,Pain Relievers,treatment
Influenza,managed_by,Ophthalmologist,specialist
Tuberculosis,associated_with,Hypertension,disease
Pneumonia,diagnosed_by,X-Ray,diagnostic_test
Blurred Vision,indicates,Angina,disease
Conjunctivitis,associated_with,Tuberculosis,disease
Angina,associated_with,Asthma,disease
Bronchitis,treated_by,Beta Blockers,treatment
COVID-19,diagnosed_by,Urinalysis,diagnostic_test
Inhalers,prescribed_by,Ophthalmologist,specialist
COVID-19,managed_by,Neurologist,specialist
Corticosteroids,prescribed_by,Dermatologist,specialist
Conjunctivitis,managed_by,Pulmonologist,specialist
Fatigue,indicates,Arthritis,disease
Tuberculosis,managed_by,Neurologist,specialist
Migraine,associated_with,Angina,disease
Joint Pain,indicates,Diabetes,disease
IV Fluids,prescribed_by,Rheumatologist,specialist
Angina,managed_by,Dermatologist,specialist
Nitroglycerin,prescribed_by,Cardiologist,specialist
Migraine,causes,Headache,symptom
Arthritis,diagnosed_by,Blood Test,diagnostic_test
Pneumonia,treated_by,IV Fluids,treatment
Diabetes,diagnosed_by,Urinalysis,diagnostic_test
Conjunctivitis,associated_with,Influenza,disease
Fatigue,indicates,Angina,disease
Diabetes,diagnosed_by,CT Scan,diagnostic_test
Hypertension,treated_by,ACE Inhibitors,treatment
NSAIDs,prescribed_by,Dermatologist,specialist
Corticosteroids,prescribed_by,General Practitioner,specialist
COVID-19,causes,Shortness of Breath,symptom
Tuberculosis,treated_by,Beta Blockers,treatment
Arthritis,treated_by,Antibiotics,treatment
Hypertension,causes,Blurred Vision,symptom
Fatigue,indicates,Bronchitis,disease
Diabetes,associated_with,COVID-19,disease
Hypertension,managed_by,Cardiologist,specialist
Conjunctivitis,diagnosed_by,MRI,diagnostic_test
Bronchitis,treated_by,Antivirals,treatment
Arthritis,managed_by,Neurologist,specialist
Angina,diagnosed_by,MRI,diagnostic_test
Migraine,treated_by,Antibiotics,treatment
Angina,treated_by,Insulin,treatment
Conjunctivitis,associated_with,Pneumonia,disease
Bronchitis,treated_by,Antivirals,treatment
Nitroglycerin,prescribed_by,Rheumatologist,specialist
Nitroglycerin,prescribed_by,Cardiologist,specialist
Hypertension,causes,Fatigue,symptom
Migraine,treated_by,Beta Blockers,treatment
Tuberculosis,managed_by,Infectious Disease Specialist,specialist
Cough,indicates,Asthma,disease
Tuberculosis,treated_by,NSAIDs,treatment
Tuberculosis,causes,Headache,symptom
Diabetes,causes,Cough,symptom
Asthma,treated_by,Insulin,treatment
IV Fluids,prescribed_by,Infectious Disease Specialist,specialist
Joint Pain,indicates,Asthma,disease
Tuberculosis,managed_by,Infectious Disease Specialist,specialist
Hypertension,treated_by,Beta Blockers,treatment
Conjunctivitis,associated_with,Hypertension,disease
Conjunctivitis,causes,Dizziness,symptom
Rash,indicates,Influenza,disease
Antivirals,prescribed_by,Pulmonologist,specialist
Corticosteroids,prescribed_by,Pulmonologist,specialist
Inhalers,prescribed_by,Ophthalmologist,specialist
Fever,indicates,Bronchitis,disease
Conjunctivitis,managed_by,Dermatologist,specialist
Dizziness,indicates,Arthritis,disease
COVID-19,managed_by,Ophthalmologist,specialist
Conjunctivitis,diagnosed_by,Urinalysis,diagnostic_test
Inhalers,prescribed_by,Neurologist,specialist
Angina,managed_by,Neurologist,specialist
Shortness of Breath,indicates,Asthma,disease
Fever,indicates,Hypertension,disease
Tuberculosis,treated_by,Eye Drops,treatment
Pneumonia,causes,Fever,symptom
Bronchitis,managed_by,Cardiologist,specialist
Arthritis,managed_by,Rheumatologist,specialist
Dizziness,indicates,Conjunctivitis,disease
Sore Throat,indicates,Tuberculosis,disease
Beta Blockers,prescribed_by,Infectious Disease Specialist,specialist
Migraine,causes,Rash,symptom
Tuberculosis,managed_by,General Practitioner,specialist
Antivirals,prescribed_by,Rheumatologist,specialist
Migraine,associated_with,Tuberculosis,disease
Influenza,causes,Nausea,symptom
Influenza,causes,Fever,symptom
NSAIDs,prescribed_by,General Practitioner,specialist
Pneumonia,treated_by,Antivirals,treatment
Tuberculosis,managed_by,Dermatologist,specialist
Influenza,treated_by,Inhalers,treatment
Corticosteroids,prescribed_by,Neurologist,specialist
Joint Pain,indicates,Conjunctivitis,disease
Headache,indicates,Angina,disease
Angina,associated_with,Angina,disease
Pneumonia,diagnosed_by,Blood Test,diagnostic_test
Asthma,causes,Fever,symptom
Arthritis,managed_by,Dermatologist,specialist
Conjunctivitis,treated_by,Eye Drops,treatment
Joint Pain,indicates,COVID-19,disease
Bronchitis,causes,Fever,symptom
Fatigue,indicates,Arthritis,disease
Arthritis,treated_by,Beta Blockers,treatment
Tuberculosis,managed_by,Endocrinologist,specialist
ACE Inhibitors,prescribed_by,Endocrinologist,specialist
Conjunctivitis,causes,Nausea,symptom
Joint Pain,indicates,Conjunctivitis,disease
Rash,indicates,Influenza,disease
Joint Pain,indicates,Influenza,disease
Pain Relievers,prescribed_by,Neurologist,specialist
Fatigue,indicates,Angina,disease
Bronchitis,associated_with,Arthritis,disease
Insulin,prescribed_by,Pulmonologist,specialist
Hypertension,associated_with,Angina,disease
Conjunctivitis,diagnosed_by,ECG,diagnostic_test
Cough,indicates,Influenza,disease
Angina,causes,Cough,symptom
Pain Relievers,prescribed_by,Rheumatologist,specialist
IV Fluids,prescribed_by,General Practitioner,specialist
Diabetes,diagnosed_by,Urinalysis,diagnostic_test
Fatigue,indicates,Influenza,disease
COVID-19,treated_by,NSAIDs,treatment
COVID-19,managed_by,Neurologist,specialist
Diabetes,treated_by,Antibiotics,treatment
Migraine,treated_by,ACE Inhibitors,treatment
Asthma,associated_with,Bronchitis,disease
Influenza,causes,Sore Throat,symptom
Fever,indicates,Hypertension,disease
Angina,diagnosed_by,X-Ray,diagnostic_test
Bronchitis,treated_by,ACE Inhibitors,treatment
COVID-19,causes,Nausea,symptom
Diabetes,diagnosed_by,ECG,diagnostic_test
Diabetes,diagnosed_by,ECG,diagnostic_test
Bronchitis,associated_with,Hypertension,disease
Tuberculosis,causes,Fatigue,symptom
COVID-19,managed_by,Dermatologist,specialist
Nausea,indicates,Bronchitis,disease
Angina,treated_by,IV Fluids,treatment
Hypertension,treated_by,Inhalers,treatment
Influenza,managed_by,Rheumatologist,specialist
Conjunctivitis,diagnosed_by,Urinalysis,diagnostic_test
Diabetes,causes,Headache,symptom
Angina,causes,Shortness of Breath,symptom
Migraine,causes,Nausea,symptom
Dizziness,indicates,Tuberculosis,disease
COVID-19,managed_by,Cardiologist,specialist
Arthritis,causes,Dizziness,symptom
Tuberculosis,diagnosed_by,MRI,diagnostic_test
Joint Pain,indicates,Migraine,disease
Migraine,treated_by,Insulin,treatment
Pneumonia,diagnosed_by,ECG,diagnostic_test
Migraine,treated_by,Antibiotics,treatment
Conjunctivitis,diagnosed_by,X-Ray,diagnostic_test
Hypertension,treated_by,ACE Inhibitors,treatment
Beta Blockers,prescribed_by,Endocrinologist,specialist
Conjunctivitis,causes,Shortness of Breath,symptom
Arthritis,managed_by,Dermatologist,specialist
Diabetes,causes,Shortness of Breath,symptom
Arthritis,treated_by,ACE Inhibitors,treatment
ACE Inhibitors,prescribed_by,Ophthalmologist,specialist
